name,address,addr:city,addr:postcode,cuisine,lat,lon,county
Burger King,Fuqua,Houston,77089-2510,burger,29.6127932,-95.2230064,Harris
Subway,Fuqua,Houston,77089,sandwich,29.6137939,-95.2196722,Harris
Cicis,,,,pizza;buffet,29.6137683,-95.2197701,Harris
Marina Seafood Kitchen,,,,seafood,29.6139817,-95.219754,Harris
China King,,,,chinese,29.6143781,-95.2199377,Harris
Taco Bell,Market Place Drive,Katy,77494,tex-mex,29.781799,-95.8033535,Harris
Papa John's,Bay Area Boulevard,Houston,77058,pizza,29.5547788,-95.1193736,Harris
CANA Tea & Coffee,El Camino Real,Houston,77058,bubble_tea;asian_snacks,29.5548605,-95.1186709,Harris
Fajita Pete's,,,,mexican,29.5548535,-95.1183812,Harris
Gatti's Pizza,,,,pizza,29.5561968,-95.1205015,Harris
Dumpling World - Clear Lake,El Camino Real,,77062,chinese,29.5560323,-95.1218238,Harris
Sawa,,,,mediterranean,29.5562878,-95.1220558,Harris
Starbucks,Pearland Parkway,Houston,77075,coffee_shop,29.5991772,-95.2658584,Harris
Überrito Mexican Grill,FM 1960 East,,,mexican,29.9994022,-95.1713104,Harris
MOD Pizza,FM 1960 East,Humble,77346,pizza,29.998908,-95.1722018,Harris
Marco's Pizza,,,,pizza,29.6069864,-95.1245926,Harris
Jersey Mike's Subs,,,,sandwich,29.6060618,-95.1237263,Harris
Laredo Taco Company,,,,tex-mex,30.069896,-95.4759899,Harris
,,,,mexican,29.8087099,-95.4096213,Harris
CoCo Crepes & Coffee,Gray Street,,,crepe,29.7522625,-95.3777828,Harris
Panda Express,East Freeway,Houston,77015,chinese,29.7719216,-95.1860449,Harris
Blue Tile Coffee,Washington Avenue,Houston,,coffee_shop,29.7682028,-95.3966542,Harris
La Sicilia,Westheimer Road,Houston,77006,,29.7442106,-95.3880975,Harris
Poké in the Bowl,Westheimer Road,Houston,77006,seafood,29.7442081,-95.3881812,Harris
Pappa Geno's,Westheimer Road,Houston,77006,sandwich,29.744205,-95.3882852,Harris
Pepe's Taqueria,Quitman Street,Houston,77009,mexican,29.7815717,-95.3594187,Harris
Victor's Deli & Restaurant,4710 Farm to Market 1960 Rd W,Houston,77069,breakfast,29.9861169,-95.5020188,Harris
Underground Hall,Prairie Street,Houston,77002,,29.7603862,-95.3615978,Harris
Figata,Prairie Street,Houston,77002,italian;pizza,29.760351,-95.361675,Harris
Bunslut,Prairie Street,Houston,77002,burger;american,29.7603923,-95.3617094,Harris
Luv'em Leches,Prairie Street,Houston,77002,cake;dessert,29.760373,-95.3616479,Harris
Bird Haus Hot Chicken,Prairie Street,Houston,77002,american,29.7604022,-95.3618045,Harris
Birria Los Primos,Prairie Street,Houston,77002,mexican;tex-mex,29.7603787,-95.361766,Harris
Wokker Underground,Prairie Street,Houston,77002,asian,29.7603581,-95.3617267,Harris
The Monk's Kitchen,Heights Boulevard,Houston,,chinese;indian,29.771621,-95.3967694,Harris
Long Coffee,Bellaire Boulevard,Houston,77072,,29.7035385,-95.5686011,Harris
Tony Thai Restaurant,Bellaire Boulevard,Houston,77072,thai,29.702649,-95.5693968,Harris
Kravin Fruit Bar,Bellaire Boulevard,Houston,77072,bubble_tea,29.7030037,-95.5697049,Harris
Phở 54,Bellaire Boulevard,Houston,77072,vietnamese,29.7031491,-95.5697013,Harris
Phở Bình,Bellaire Boulevard,Houston,77072,vietnamese,29.7034734,-95.5702876,Harris
Hangout Fruit Juices & Bites,Bellaire Boulevard,Houston,77072,coffee_shop;bubble_tea;juice;snack,29.7026243,-95.5691578,Harris
Nem Houston,Bellaire Boulevard,Houston,77072,vietnamese,29.7026743,-95.5690552,Harris
My Baguettes,Bellaire Boulevard,Houston,77072,vietnamese,29.7026718,-95.5687121,Harris
Teaholic,Bellaire Boulevard,Houston,77072,coffee_shop;bubble_tea;snack,29.7026668,-95.5685952,Harris
Bambu,Bellaire Boulevard,Houston,77072,vietnamese;bubble_tea,29.702661,-95.5684706,Harris
Ramen Okidoki & Lims Chicken,Bellaire Boulevard,Houston,77072,japanese;ramen;chicken,29.7028783,-95.5681524,Harris
Kim Sơn,Bellaire Boulevard,Houston,77072,vietnamese;chinese;seafood,29.7030951,-95.5681432,Harris
Mango Mango,Bellaire Boulevard,Houston,77072,dessert,29.7032536,-95.5681557,Harris
Zero Degrees,Bellaire Boulevard,Houston,77072,asian_fusion,29.7035207,-95.5681235,Harris
Star Grill & More,Dixie Farm Road,Houston,77034,halal,29.5941702,-95.1802015,Harris
Señor Taco,,,,mexican,29.8136816,-95.4584896,Harris
Top Donuts,Kuykendahl Road,Spring,77379,donut,30.0756177,-95.5156119,Harris
Subway,Washington Avenue,Houston,77007,sandwich,29.7706931,-95.4113571,Harris
Soma Sushi,Washington Avenue,Houston,,sushi,29.7707787,-95.4101095,Harris
Zalat Pizza,Washington Avenue,Houston,,pizza,29.7710235,-95.4098841,Harris
Pizza Love,,,,pizza,29.7420679,-95.3905746,Harris
Main Bird Hot Chicken,,,,chicken,29.7421284,-95.3905749,Harris
Lao Sze Chuan,,,,chinese,29.7419044,-95.3909165,Harris
Rakkan Ramen,,,,ramen,29.7374599,-95.5613926,Harris
MOD Pizza,Katy Freeway,Houston,77055,pizza,29.7856722,-95.5359765,Harris
Chuy's,,,,tex-mex,29.7855216,-95.5366432,Harris
Summit Donuts,,,,donut,29.795294,-95.4856226,Harris
,,,,italian,29.5367127,-95.1494149,Harris
Blaze Pizza,,,,pizza,29.5377637,-95.1498188,Harris
Starbucks,West Bay Area Boulevard,Webster,77598,coffee_shop,29.5374128,-95.1522573,Harris
Little Caesars,,,,pizza,29.8808762,-95.6860325,Harris
Starbucks,North Terminal Road,Houston,77032,coffee_shop,29.985671,-95.3383507,Harris
Kura Sushi,Main Street,,,sushi,29.7396837,-95.3788841,Harris
Mini Pancakes Refresqueria,North Freeway,,,mexican,29.9223152,-95.4139588,Harris
Arby's,North McCarty Drive,Houston,77013,sandwich,29.7984947,-95.2691459,Harris
The Pho Vietnamese Kitchen,"14243 East Sam Houston Pkwy N, #900",Houston,77044,vietnamese,29.9271781,-95.2032431,Harris
Hủ Tíu Mì S.45,Scarsdale Boulevard,Houston,77089,vietnamese,29.5856279,-95.2108698,Harris
Subway,Bagby Street,Houston,77006,sandwich,29.7496595,-95.3778763,Harris
Hải Cảng,Bellaire Boulevard;Đại Lộ Sàigòn,Houston,77072,seafood,29.704939,-95.585817,Harris
Mia & More,Bellaire Boulevard;Đại Lộ Sàigòn,Houston,77072,juice,29.7048507,-95.584132,Harris
Kendra's Cook'n,Gray Street,Houston,77002,,29.7524657,-95.3779704,Harris
Minuti Coffee,Gray Street,Houston,77002,,29.752515,-95.3781153,Harris
The Fish,,,,seafood,29.7523902,-95.3772061,Harris
Zalat Pizza,Gray Street,Houston,,pizza,29.7507561,-95.3755006,Harris
Gyu-Kaku,Gray Street,Houston,77002,japanese;barbecue,29.7506279,-95.3753083,Harris
The Hot Bagel Shop,,,,,29.7472741,-95.4103502,Harris
Don Cafe,Bellaire Boulevard,Houston,77036,vietnamese,29.7053185,-95.5476827,Harris
7 Spice Cajun Seafood,,,,,29.9369075,-95.2490415,Harris
Dumpling King,Westheimer Road,Houston,77057,chinese,29.7371897,-95.499827,Harris
PrimoHoagies,Washington Avenue,Houston,77007,sandwich;italian,29.7697345,-95.4012695,Harris
Subway,Aldine Westfield Road,Houston,77039,sandwich,29.9008975,-95.355638,Harris
Papa John's,Aldine Westfield Road,Houston,77039,pizza,29.9008209,-95.3556416,Harris
Tortilleria La Familia,Aldine Westfield Road,,,mexican,29.9006994,-95.3556393,Harris
Roostar Vietnamese Grill,Gessner Road,,77080,vietnamese,29.7956679,-95.5452409,Harris
Domino's,Aldine Westfield Drive,Humble,77338,pizza,30.0137768,-95.3773232,Harris
Shipley Do-Nuts,,,,donut,30.019853,-95.4295867,Harris
Cicis,,,,pizza;buffet,30.020295,-95.4302591,Harris
Slowpokes,Richmond Avenue,,77098,,29.733355,-95.4226478,Harris
Don Juan Pupuseria y Restaurante,,,,mexican,29.8499496,-95.2228755,Harris
,,,,mexican,29.8489168,-95.223746,Harris
Hooters,Tomball Parkway,Houston,,burger,29.9571901,-95.5449632,Harris
Shiva Indian Restaurant,Buffalo Speedway,Houston,,indian,29.7265671,-95.4282694,Harris
Starbucks,Buffalo Speedway,Houston,77005,coffee_shop,29.7274521,-95.4308073,Harris
Bombay Palace,,,,indian,29.770459,-95.7499755,Harris
Koldprezz,South Mason Road,Katy,,juice,29.7706685,-95.750131,Harris
La Real Tortilleria,,,,mexican,29.7708485,-95.7512046,Harris
Home Run Dugout,Grand Boulevard West,Katy,77449,american,29.7889282,-95.768389,Harris
Tic Tac Thai,FM 2920,Spring,77388,thai;asian,30.0709796,-95.4707356,Harris
Little Caesars,,,,pizza,29.7768372,-95.3078696,Harris
Starbucks,Avenida de Las Americas,Houston,77010,coffee_shop,29.7508067,-95.3586479,Harris
Pappadeaux Seafood Kitchen,,,,seafood,29.7505489,-95.3592042,Harris
Saltgrass Steak House,,,,steak_house,29.7536618,-95.3570282,Harris
Banh Mi N More,Northwest Freeway,Houston,77092,vietnamese,29.8133012,-95.4605904,Harris
Wingstop,West 34th Street,Houston,77092,wings,29.8191066,-95.4654715,Harris
Little Caesars,West 34th Street,Houston,,pizza,29.8191065,-95.4652535,Harris
Qilu Beef Soup,,,,chinese,29.7058121,-95.5472455,Harris
Liberty Taco,Kingsride Lane,,,mexican,29.7787494,-95.5463955,Harris
Zalat Pizza,,,,pizza,29.778738,-95.545962,Harris
Abasolo #2 Restaurant,North Main Street,,,mexican,29.7761058,-95.3609277,Harris
Pizza Hut,FM 529,Katy,77493,pizza,29.874558,-95.7892482,Harris
Domino's,Antoine Drive,Houston,77088,pizza,29.866449,-95.4723427,Harris
Happy Family Chinese Buffet,FM 1960 East,,,chinese,30.0210846,-95.3781253,Harris
Tia Maria's,Dacoma Street,,,mexican,29.8070386,-95.4576941,Harris
Laredo Taco Company,,,,mexican,29.802666,-95.4757755,Harris
Domino's,Spring Stuebner Road,Spring,77388,pizza,30.0825469,-95.4483711,Harris
Dunkin',Spring Stuebner Road,Spring,77388,donut;coffee_shop,30.0825566,-95.4478195,Harris
Charm Thai Bistro,,,,thai,30.0825518,-95.4481354,Harris
The Brass Monkey Bar & Grill,,,,,29.8159225,-95.4581311,Harris
Abu Omar Halal,Texas Avenue,,,greek,29.7600821,-95.3622068,Harris
Little New Orleans,Texas Avenue,,,,29.7601535,-95.3621461,Harris
Lone Star Taco,Texas Avenue,,,mexican,29.7600179,-95.3622477,Harris
Taco Bell,FM 529 Road,Houston,77095,tex-mex,29.8786799,-95.6798465,Harris
Shogun Japanese Grill & Sushi,FM 2920,Spring,,japanese,30.0733531,-95.5121152,Harris
Kolache Factory,FM 2920,Spring,,,30.0736355,-95.5118164,Harris
Nadia's Mediterranean Grill,FM 2920,Spring,,,30.0736444,-95.5106292,Harris
Tropical Smoothie Cafe,FM 2920,Spring,,juice,30.0736463,-95.5106893,Harris
,,,,mexican,29.9027246,-95.4659904,Harris
Las Carnitas Ceibeñas,,,,mexican,29.9033435,-95.3321557,Harris
Waffle Bus,West Alabama Street,Houston,77006,american,29.738885,-95.399097,Harris
Lúa Viet Kitchen,West Alabama Street,Houston,77006,vietnamese,29.7388879,-95.3987664,Harris
Wendy's,Patton Street,Houston,77009,burger,29.7974776,-95.3699551,Harris
Chipotle,Highway 6 North,Houston,77084,mexican,29.876925,-95.6458242,Harris
Jersey Mike's Subs,,,,sandwich,29.8769639,-95.645927,Harris
Mama Juanita's,,,,mexican,30.0479396,-95.4759642,Harris
Hunam Garden,,,,chinese,30.0481331,-95.475613,Harris
McDonald's,Will Clayton Parkway,Humble,77346,burger,29.9811055,-95.1647525,Harris
Taco Bell,Barker Cypress,Houston,77084,tex-mex,29.7872316,-95.6879589,Harris
The Wooden Spoon Kitchen and Bakery,South Broadway Street,La Porte,77571,,29.6515559,-95.0181526,Harris
,Barker Cypress Road,,,bubble_tea,29.811641,-95.6877898,Harris
Waffle House,,,,american,30.044531,-95.481956,Harris
Salata,,,,,30.0661118,-95.4379349,Harris
Dickey's Barbecue Pit,,,,barbecue,30.0650701,-95.4403479,Harris
Pizza Hut Express,Westheimer Road,Houston,77063,pizza,29.7346916,-95.5173765,Harris
Texas Mesquite Grill,,,,,29.9801904,-95.7172251,Harris
Marco's Pizza,,,,pizza,29.9800665,-95.7160424,Harris
Albi,,,,,29.7527118,-95.4061913,Harris
Noon Mirch,East NASA Parkway,Webster,77598,indian,29.5411494,-95.1142566,Harris
Checkers,,,,burger,29.5433726,-95.1116181,Harris
Pho Barr,East NASA Parkway,Webster,77598,vietnamese,29.5454467,-95.1093781,Harris
Raising Cane's,,,,chicken,29.5749529,-95.1086883,Harris
The Cookshack,,,,american,29.5483663,-95.1299522,Harris
Remton,,,,asian;vietnamese,29.5488481,-95.1303995,Harris
Thai Spice Rice & Noodle,,,,thai,29.5479101,-95.130839,Harris
Bonchon Chicken,,,,chicken;korean;sushi,29.5477489,-95.1310737,Harris
Kung Fu Tea,,,,bubble_tea,29.5474597,-95.1314859,Harris
Firehouse Subs,,,,sandwich,29.5474089,-95.131563,Harris
Chipotle,West Bay Area Boulevard,Webster,77598,mexican,29.5476277,-95.1312542,Harris
Stomp's Burger Joint,,,,american,29.5478314,-95.1309683,Harris
Pizza Hut,West Bay Area Boulevard,Webster,77598,pizza,29.5480678,-95.1288155,Harris
Cafe Dew,,,,,29.5480327,-95.1288813,Harris
Chloe's Cajun Market,,,,cajun,29.5479387,-95.1290072,Harris
Samurai Japanese Steak & Sushi,,,,japanese,29.5476667,-95.1294152,Harris
Go Shabu,,,,chinese,29.5571384,-95.121377,Harris
Taqueria Los Charros (Food Truck),,,,mexican,29.5542322,-95.1215913,Harris
Cheba Hut,Dacoma Street,Houston,,sandwich,29.8085617,-95.4555579,Harris
Arby's,FM 2920,Waller,77484,sandwich,30.0644495,-95.9057012,Harris
Wendy's,Barker Cypress Road,Houston,77084,burger,29.8129101,-95.6861485,Harris
Petatlan Taqueria & Ice Cream,,,,mexican,29.8354142,-95.6513428,Harris
Viva Goa Cuisine,,,,,29.8679419,-95.4143843,Harris
Boudreaux's Cajun Kitchen,Tomball Parkway,Houston,,cajun,29.9570923,-95.5448449,Harris
Cheba Hut,Edwards Street,,,sandwich,29.7712212,-95.3804229,Harris
Torogoz Salvadorian Kitchen,West 43rd Street,Houston,77092,salvadoran,29.8336929,-95.48554,Harris
Collina's Italian Cafe,,,,italian,29.8024618,-95.406115,Harris
Starbucks,,,,coffee_shop,29.7447001,-95.3806504,Harris
Chipotle,FM 1960 Bypass Road West,Humble,77338,mexican,30.0058278,-95.2692918,Harris
DeNovo Coffee,,,,coffee_shop,30.0417503,-95.4886905,Harris
Starbucks,Kuykendahl,Spring,77379,coffee_shop,30.0398607,-95.488668,Harris
Church's Chicken,West Greens Road,Houston,77060,chicken,29.9497158,-95.4184246,Harris
Clay Pot Kitchen - Cơm Niêu Houston,Bellaire Blvd,Houston,77072,vietnamese,29.7042284,-95.6126284,Harris
Center Court Pizza & Brew,West Lake Houston Parkway,,,pizza,30.011488,-95.1799967,Harris
Sunrise Donuts & Kolaches,West Lake Houston Parkway,,,,30.0116436,-95.1801474,Harris
Azul Agave,,,,tex-mex,30.0117068,-95.1802065,Harris
Di Maria,West Lake Houston Parkway,,,,30.011237,-95.1798206,Harris
Domino's,FM 2920,Spring,77379,pizza,30.0733883,-95.5134557,Harris
El Gato Coffee House,Pecore Street,Houston,77009,,29.7904762,-95.3767655,Harris
Uberrito,,,,mexican,29.9788084,-95.5138525,Harris
Domino's,FM 1960 Road West,Houston,77069,pizza,29.9789118,-95.5136226,Harris
JINYA Ramen Bar,,,,ramen,29.9831986,-95.5076258,Harris
MOD Pizza,Farm,Houston,77069,pizza,29.9814535,-95.5092518,Harris
The Teahouse,,,,bubble_tea,29.9803909,-95.5105259,Harris
Jason's Deli,,,,sandwich,29.9799379,-95.5115105,Harris
Tropical Smoothie Cafe,,,,juice,29.9798634,-95.511765,Harris
First Watch,,,,american;breakfast,29.9795807,-95.5123476,Harris
La Madeleine,,,,french,29.9792858,-95.5124143,Harris
Kim's Teahouse,North Highway 6,Houston,77084,bubble_tea,29.8593332,-95.6458478,Harris
Starbucks,Champion Forest Drive,Spring,77379,coffee_shop,30.0029558,-95.5318958,Harris
Miyazaki Sushi & Ramen,,,,sushi,30.0034138,-95.5325758,Harris
Kumo Sushi,FM 1960 W,Houston,77069,sushi;hibachi,29.9685297,-95.5325967,Harris
Your Cup Of Tea & Trésors,Fondren Road,,,,29.7387755,-95.5224454,Harris
Citadel BBQ,Dallas Street,,,barbecue,29.7566244,-95.3674383,Harris
Zero's Sandwich Shop,Dallas Street,,,sandwich,29.7579705,-95.3698604,Harris
Marco's Pizza,,,,pizza,30.1307159,-95.5542964,Harris
Shipley Do-Nuts,,,,donut,30.1305796,-95.554305,Harris
Golden Chick,,,,chicken,30.0726939,-95.4240191,Harris
Los Cucos Mexican Cafe,North Sam Houston Parkway East,,77396,mexican,29.9336303,-95.2480695,Harris
Wendy's,Greens Road,Houston,77060,burger,29.9500088,-95.4130051,Harris
Jack in the Box,Greens Road,Houston,77060,burger,29.9501247,-95.4126044,Harris
China One,Greens Road,,77060,chinese,29.9512001,-95.4084118,Harris
Dripped Birria,Bagby Street,,,mexican,29.7484284,-95.3783271,Harris
First Watch,FM 2920,,,american;breakfast,30.0886068,-95.6333447,Harris
Laredo Taco Company,,,,tex-mex,29.8969955,-95.4582254,Harris
Baressito,,,,,29.8601862,-95.4018888,Harris
Coral Sword,,,,,29.7307101,-95.3273899,Harris
Laredo Taco Company,,,,tex-mex,29.7859945,-95.6875709,Harris
,,,,,29.7859665,-95.6871133,Harris
,,,,,29.786215,-95.6868598,Harris
,,,,,29.7862301,-95.6871951,Harris
Chipotle,Tomball Parkway,Houston,77086,mexican,29.9116247,-95.4818591,Harris
The Taco Bar,,,,mexican,29.9359276,-95.5165575,Harris
Pizza Patron,,,,pizza,29.7872897,-95.1253807,Harris
Starbucks,Westheimer,Houston,77056,coffee_shop,29.7391079,-95.4642,Harris
Auntie Anne's,,,,pretzel,29.7391588,-95.4643402,Harris
Sushigami,,,,sushi,29.739244,-95.462981,Harris
La Madeleine French Café,,,,french,29.7393802,-95.4630258,Harris
,,,,,29.8289974,-95.3953126,Harris
El Cochito,Sheldon Road,,,mexican,29.7864979,-95.1252968,Harris
Wingstop,Sheldon Road,Channelview,77530,wings,29.7787053,-95.125907,Harris
Casa Bakery & Restaurant,Hogan Street,,77009,mexican,29.7771486,-95.3581633,Harris
Domino's Pizza,Woodforest Boulevard,Houston,77015,pizza,29.7909394,-95.2001933,Harris
McDonald's,East Freeway,Houston,77015,burger,29.768493,-95.177079,Harris
Bombshells,East Freeway,,77015,grill,29.7688422,-95.1795387,Harris
EKO African Market and Kitchen,,,,,29.8354662,-95.6468897,Harris
Taqueria El Regio,Freeport Street,,77015,chicken;mexican,29.7712442,-95.1781297,Harris
Tim Hortons,Northwest Freeway,Houston,77040-6006,coffee_shop,29.8499539,-95.5097565,Harris
Fuzzy's Taco Shop,,,,mexican,30.0805252,-95.5195744,Harris
Fuhgedaboudit Bagel Company,Kuykendahl Road,Spring,77379,bagel,30.0804343,-95.5194806,Harris
Pizza Hut,Kuykendahl Road,Spring,77389,pizza,30.0803273,-95.5193703,Harris
Red Robin,,,,burger,30.0800533,-95.5190855,Harris
Wacky Mongolian Grill,Kuykendahl Road,Spring,77379,mongolian_grill,30.0773432,-95.5149846,Harris
Papa John's,Kuykendahl Road,Spring,77379,pizza,30.0759327,-95.5160209,Harris
Subway,Kuykendahl Road,Spring,77379,sandwich,30.0758908,-95.5160209,Harris
Popeyes,Bellaire Boulevard,Houston,77081,chicken,29.7051108,-95.4811775,Harris
MOD Pizza,Bellaire Boulevard,Bellaire,77401,pizza,29.7051242,-95.4690945,Harris
Crumbl Cookies,,,,,29.7051269,-95.4689363,Harris
Salata,South Rice Avenue,Bellaire,77401,salad,29.7047501,-95.4683614,Harris
Domino's,Bissonnet Street,Bellaire,77401,pizza,29.7066059,-95.4708293,Harris
,,,,barbecue,29.7075356,-95.467789,Harris
Cicis,,,,pizza;buffet,29.6897599,-95.5354963,Harris
Revolucion Coffee + Juice,West 11th Street,,,,29.7902569,-95.4092664,Harris
The Teahouse,,,,bubble_tea,29.7053736,-95.5449389,Harris
Tacocina,,,,mexican,29.8966446,-95.495034,Harris
,,,,mexican,29.9059681,-95.4953087,Harris
Phánh Ky Asian Noodle House,,,,noodle,29.911923,-95.4840333,Harris
Pho Saigon Vietnamese Noodle House,,,,vietnamese,29.9118937,-95.4841346,Harris
M Tea & Coffee,,,,,29.9118502,-95.4842849,Harris
Tacos El Bigotes,,,,mexican,29.9117927,-95.4844968,Harris
Charleys Philly Steaks,,,,sandwich,29.9124272,-95.4834773,Harris
Jamba,West Road,Houston,77086,juice,29.9124756,-95.4832386,Harris
Dunkin',Tomball Parkway,Houston,77086,donut;coffee_shop,29.9123494,-95.4829172,Harris
Rakkan Ramen,,,,ramen,29.9111638,-95.4821329,Harris
Krazy Dog Korean Hot Dog,,,,korean,29.911202,-95.4822013,Harris
Nguyen Kitchen Vietnamese Cuisine,,,,vietnamese,29.9112556,-95.4822779,Harris
Jersey Mike's Subs,,,,sandwich,29.9113002,-95.482355,Harris
Gong Cha,,,,chinese,29.9114651,-95.4826247,Harris
7 Spice Cajun Seafood,,,,seafood,29.9115467,-95.4827211,Harris
Cinnabon,,,,dessert,30.087364,-95.6324441,Harris
Smoothie King,,,,juice,29.9119022,-95.4819903,Harris
Ostioneria Michoacan,,,,seafood,29.916793,-95.490459,Harris
Bonjour Cafe,,,,,29.7755802,-95.7342514,Harris
Taco Cabana,,,,mexican,29.83149,-95.5647818,Harris
Starbucks,West Sam Houston Parkway North,Houston,77043,coffee_shop,29.8311102,-95.5647724,Harris
Golden Chick,,,,chicken,29.6859113,-95.3544121,Harris
